Date/Time,PSZ-AC:1:Air System Total Heating Energy [J](Hourly),PSZ-AC:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC:2:Air System Total Heating Energy [J](Hourly),PSZ-AC:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC:3:Air System Total Heating Energy [J](Hourly),PSZ-AC:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC:4:Air System Total Heating Energy [J](Hourly),PSZ-AC:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC:5:Air System Total Heating Energy [J](Hourly),PSZ-AC:5:Air System Total Cooling Energy [J](Hourly)
 07/21  24:00:00,1548513.5341661056,6417146.147976838,1213014.2106654072,4757912.398981079,953251.6701397742,2948593.335259947,1238487.5385904643,4760365.389216158,954456.7624254867,3502449.1270069188
 01/01  01:00:00,0.0,0.0,812325.5505482787,0.0,789455.0033685028,0.0,0.0,0.0,790137.0981287416,0.0
 01/01  02:00:00,0.0,0.0,801819.6494511479,0.0,1056697.149142215,79769.16824937242,0.0,0.0,1057466.9884432643,80800.1456750235
 01/01  03:00:00,0.0,0.0,551072.558123675,0.0,757160.230931443,66766.52453238046,0.0,0.0,757862.5603680734,67538.79420993853
 01/01  04:00:00,0.0,0.0,0.0,0.0,476625.8350698893,40374.28347226034,0.0,0.0,477228.38121274628,40821.99534044038
 01/01  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  17:00:00,0.0,0.0,0.0,0.0,760687.9014098472,75902.33679964833,0.0,0.0,761292.074266013,76757.28380976559
 01/01  18:00:00,0.0,0.0,871205.2543967455,0.0,766222.1327142569,84580.35894181037,0.0,0.0,767016.762213202,85712.89326107418
 01/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/01  21:00:00,0.0,0.0,0.0,0.0,758900.6395247452,74336.43078802491,0.0,0.0,759200.9894933556,75292.82697236425
 01/01  22:00:00,0.0,0.0,0.0,0.0,762359.5433332325,67395.1785668272,0.0,0.0,764020.6252320134,67345.58518589144
 01/01  23:00:00,0.0,0.0,873916.2400204694,0.0,763692.7814888255,62302.615060437194,0.0,0.0,764277.3364917438,63202.73068417455
 01/01  24:00:00,0.0,0.0,1338920.8626303289,0.0,1091964.941064422,20165.76004155208,723210.9183475601,0.0,1092808.9880462778,20343.23835567147
 01/02  01:00:00,0.0,0.0,855618.1073620231,0.0,1007191.9127050041,24168.453310509707,247697.5077180928,0.0,1009272.9120144998,23628.869613988692
 01/02  02:00:00,0.0,0.0,787537.5836359572,0.0,1006198.2278831469,83830.41387259882,0.0,0.0,1008854.7408789343,82172.9586290131
 01/02  03:00:00,0.0,0.0,1013263.9479914426,0.0,774222.7109013173,46359.58963748907,0.0,0.0,776625.7268258507,45041.51695431479
 01/02  04:00:00,0.0,0.0,1268977.7746054307,0.0,780358.0002418081,14714.91569741303,0.0,0.0,782727.1945593178,13907.670493243359
 01/02  05:00:00,0.0,0.0,1399151.8977358882,0.0,1135466.9981037114,0.0,1033632.7761864811,0.0,1138828.6692638715,0.0
 01/02  06:00:00,0.0,0.0,1222264.1182747186,0.0,1277629.2243592009,0.0,1299023.8953832254,0.0,1278906.1190253124,0.0
 01/02  07:00:00,16154240.171302967,0.0,20053289.52050265,0.0,12506300.36684306,0.0,19248526.882585586,0.0,12503594.800089285,0.0
 01/02  08:00:00,16862596.490301327,0.0,19347667.7394818,0.0,11821194.012952775,0.0,18773832.944687088,0.0,11816021.45041875,0.0
 01/02  09:00:00,10037517.898825352,0.0,10599802.85092617,0.0,5987160.687392539,0.0,12797873.13772308,0.0,8152708.687260937,0.0
 01/02  10:00:00,7740305.762185244,0.0,9779018.733367,0.0,5908407.761678105,0.0,10472607.516238075,0.0,6700259.143955128,0.0
 01/02  11:00:00,6231346.849200526,0.0,7795583.195259398,0.0,5071954.991528426,0.0,8815016.51786269,0.0,5657172.872336423,0.0
 01/02  12:00:00,5042491.245671138,0.0,6390426.093258869,0.0,4488420.63422178,0.0,7589367.433537518,0.0,4874000.452304125,0.0
 01/02  13:00:00,5245359.842484472,0.0,6867348.782112441,0.0,4588848.064347875,0.0,7597192.412385464,0.0,4860674.737058182,0.0
 01/02  14:00:00,3169199.181852838,0.0,4370814.817024428,0.0,3500884.564007124,0.0,5769672.29186732,0.0,3731540.052362718,0.0
 01/02  15:00:00,2188755.457879493,0.0,1742476.1666877757,0.0,2933301.0826719047,0.0,4936269.663590776,0.0,2861708.905586296,0.0
 01/02  16:00:00,1858216.2409993304,311237.86692487398,1804073.2850190558,0.0,2576157.9245965385,0.0,4374766.7256203829,0.0,2133164.670040519,0.0
 01/02  17:00:00,1858216.2409993325,622800.1943099704,3002538.016994417,0.0,2517737.050873694,0.0,4173723.12087123,0.0,2407017.6359769145,0.0
 01/02  18:00:00,4740726.289564819,0.0,6460136.556355151,0.0,4343198.763785844,0.0,7153427.577065676,0.0,4405238.991286287,0.0
 01/02  19:00:00,6725856.936474889,0.0,8366374.08608155,0.0,5429751.213324667,0.0,8897475.64885004,0.0,5518880.077549118,0.0
 01/02  20:00:00,7425410.7227368759,0.0,9073195.056323236,0.0,5832141.167816604,0.0,9515049.366119208,0.0,5912862.307505348,0.0
 01/02  21:00:00,7927821.805762027,0.0,9561104.56915963,0.0,6109236.065385046,0.0,9944869.85518704,0.0,6174158.781335024,0.0
 01/02  22:00:00,8157786.097430296,0.0,9779634.759928938,0.0,6225849.4723451579,0.0,10117177.27652289,0.0,6277042.428213407,0.0
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/03  07:00:00,9284380.972289678,0.0,13910002.030271138,0.0,9224920.130418918,0.0,14042400.726800189,0.0,9278526.727848147,0.0
 01/03  08:00:00,12164668.203626045,0.0,14707947.841564496,0.0,9282263.93964083,0.0,14714952.242290855,0.0,9321176.947483676,0.0
 01/03  09:00:00,6388587.917234696,0.0,5850985.328469449,0.0,3177743.3024180179,0.0,9607941.464751576,0.0,6165678.306178763,0.0
 01/03  10:00:00,4371215.668105097,0.0,2769472.2885369879,0.0,1979265.475989022,0.0,7389367.918785688,0.0,4689718.850180363,0.0
 01/03  11:00:00,2880133.3892593455,0.0,1455617.052798492,0.0,1744091.7234041487,0.0,5742321.898571489,0.0,3532725.3637238035,0.0
 01/03  12:00:00,1943552.5682663429,126841.00850543754,1455617.0527984943,14472.056110576861,1948655.1329068007,0.0,4666726.120015488,0.0,2777802.3807618806,0.0
 01/03  13:00:00,2031149.0443596286,44486.138088007145,1455617.052798493,13452.89788272578,2106238.4518510766,0.0,4750108.786962357,0.0,2708995.700854713,0.0
 01/03  14:00:00,1858216.2409993308,1645430.0203686376,1455617.0527984938,38785.390542869136,1429877.505209666,0.0,3398236.218301514,0.0,1865723.692398962,0.0
 01/03  15:00:00,1858216.2409993325,1875697.5794150462,1455617.0527984906,0.0,1429877.5052096653,0.0,2868744.680030109,0.0,1471235.2568735455,0.0
 01/03  16:00:00,1858216.2409993313,1858830.4159602926,1468970.3708377686,0.0,1429877.5052096663,0.0,2638828.7527945798,0.0,1431685.1436382335,0.0
 01/03  17:00:00,1858216.2409993318,1853552.508940273,1455617.0527984936,0.0,1429877.505209663,0.0,2793297.5103922479,0.0,1602268.5246790252,0.0
 01/03  18:00:00,3015272.574970789,0.0,2549815.301023937,0.0,2738009.4554362066,0.0,5557337.225351715,0.0,3346220.3936719328,0.0
 01/03  19:00:00,4719585.714884746,0.0,4256624.788140314,0.0,3681355.1205386996,0.0,6960107.044382065,0.0,4216659.010315738,0.0
 01/03  20:00:00,5709627.85045371,0.0,5344802.514059685,0.0,4304881.319740266,0.0,7867954.69820603,0.0,4798130.02852867,0.0
 01/03  21:00:00,6788159.54730177,0.0,6510594.916498309,0.0,4947544.849284736,0.0,8827840.860504654,0.0,5405540.775153471,0.0
 01/03  22:00:00,7263643.461178174,0.0,7087946.140354026,0.0,5225506.337589738,0.0,9198131.743195102,0.0,5647255.24109684,0.0
 01/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/04  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/04  07:00:00,10195959.123503164,0.0,14120081.591110703,0.0,9981570.729528955,0.0,15784344.191168413,0.0,10503875.573104794,0.0
 01/04  08:00:00,16059812.83750327,0.0,17774414.416651377,0.0,11457355.24884628,0.0,18807248.119719548,0.0,11864901.065937955,0.0
 01/04  09:00:00,10993669.35982867,0.0,13485863.442645522,0.0,8694294.20164697,0.0,14355608.542714736,0.0,9139327.928147126,0.0
 01/04  10:00:00,9903469.264303845,0.0,11465025.896107682,0.0,7449395.844741912,0.0,12975741.795151687,0.0,8247132.749114281,0.0
 01/04  11:00:00,9293667.084699903,0.0,10366487.551915516,0.0,7000703.696451161,0.0,12151583.437079138,0.0,7703420.675381796,0.0
 01/04  12:00:00,8726291.413462045,0.0,9625496.548607454,0.0,6797413.89105228,0.0,11498252.943611183,0.0,7277384.192632403,0.0
 01/04  13:00:00,9325137.007088788,0.0,9985152.021429135,0.0,7114238.097875707,0.0,11852475.501218114,0.0,7462510.298193268,0.0
 01/04  14:00:00,7776560.466567542,0.0,8962895.009897842,0.0,6391182.268469189,0.0,10576318.08925013,0.0,6689404.689150656,0.0
 01/04  15:00:00,7922123.044853995,0.0,9981542.480645366,0.0,6635428.0152223859,0.0,10885343.65618023,0.0,6916434.529506987,0.0
 01/04  16:00:00,7889830.028208212,0.0,10375139.219249418,0.0,6732096.350375855,0.0,10987798.545299503,0.0,7008962.149089251,0.0
 01/04  17:00:00,7991312.48317789,0.0,10785778.092259799,0.0,6927708.236832983,0.0,11250320.155006439,0.0,7197538.693186608,0.0
 01/04  18:00:00,11689697.449338187,0.0,14242216.847824432,0.0,8969340.301982344,0.0,14596353.974495762,0.0,9237097.101414636,0.0
 01/04  19:00:00,13657897.248288222,0.0,16251935.113020096,0.0,10155609.952042133,0.0,16492774.984965176,0.0,10407847.049553113,0.0
 01/04  20:00:00,14643328.456141457,0.0,17377006.346075305,0.0,10805758.19831393,0.0,17518484.680864637,0.0,11055281.68329989,0.0
 01/04  21:00:00,15522502.081185203,0.0,18384035.313758095,0.0,11384183.478763339,0.0,18442092.41998185,0.0,11635048.64520745,0.0
 01/04  22:00:00,15990192.435824216,0.0,18920349.83455879,0.0,11687698.276406439,0.0,18890867.189103497,0.0,11919733.899052684,0.0
 01/04  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/04  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/05  01:00:00,0.0,0.0,1598887.0019962234,0.0,1593621.3254711764,0.0,1232894.3901051963,0.0,1924909.7641445962,0.0
 01/05  02:00:00,0.0,0.0,2999707.7880207395,0.0,1935559.1149022165,0.0,2721710.9267664325,0.0,2048711.6608867299,0.0
 01/05  03:00:00,0.0,0.0,4289016.326053393,0.0,2669839.568597504,0.0,3973749.337247597,0.0,2773938.5340178168,0.0
 01/05  04:00:00,0.0,0.0,4661709.121903969,0.0,2574003.6275412517,0.0,4345252.724499979,0.0,2667569.2933201214,0.0
 01/05  05:00:00,0.0,0.0,5789735.824872614,0.0,3946397.230225183,0.0,5446563.221757371,0.0,4074227.9574551007,0.0
 01/05  06:00:00,0.0,0.0,5729341.065567842,0.0,3042046.99806314,0.0,5366927.124489769,0.0,3103369.289588151,0.0
 01/05  07:00:00,18326784.21659128,0.0,23511162.440153313,0.0,15911564.933612625,0.0,22929835.253656679,0.0,16057702.236069512,0.0
 01/05  08:00:00,23845830.2379337,0.0,27516429.6035805,0.0,17065716.594350865,0.0,26967901.39373883,0.0,17185652.736113185,0.0
 01/05  09:00:00,16902286.316104819,0.0,16847677.614836325,0.0,9638864.522527645,0.0,20912081.156616104,0.0,13407179.446544415,0.0
 01/05  10:00:00,14432610.47676222,0.0,13128624.02158136,0.0,8310729.397648826,0.0,18331973.19801511,0.0,11669709.57603048,0.0
 01/05  11:00:00,12756324.23888922,0.0,9094193.87110065,0.0,8100097.367794507,0.0,16529722.775904376,0.0,10392974.497568015,0.0
 01/05  12:00:00,11687183.983112883,0.0,6418914.831757922,0.0,8677647.083564707,0.0,15621049.244743579,0.0,9686078.50802829,0.0
 01/05  13:00:00,12118806.441286145,0.0,6100942.471366849,0.0,9109782.024796423,0.0,16079481.200034555,0.0,9857166.401239604,0.0
 01/05  14:00:00,10134138.401819962,0.0,4940413.345829153,0.0,8173105.779338545,0.0,14503334.33284666,0.0,8960685.448095946,0.0
 01/05  15:00:00,9486962.636408739,0.0,5918648.998233722,0.0,7826216.029522147,0.0,13901440.854671982,0.0,8237819.209440335,0.0
 01/05  16:00:00,9178077.837082107,0.0,7889931.29916756,0.0,7739262.461078716,0.0,13599394.623405509,0.0,7471434.623156884,0.0
 01/05  17:00:00,9146600.940523843,0.0,10137966.184108412,0.0,7890892.9851124,0.0,13640593.765850839,0.0,8136296.378250417,0.0
 01/05  18:00:00,12701866.357200135,0.0,13888175.652102789,0.0,9774325.027526552,0.0,16633078.503571054,0.0,10280788.047291093,0.0
 01/05  19:00:00,14654820.554813002,0.0,15815783.114441246,0.0,10820905.607821856,0.0,18258954.66903811,0.0,11331073.945312966,0.0
 01/05  20:00:00,15147370.017335315,0.0,16407962.137511928,0.0,11106479.86267741,0.0,18643668.487186746,0.0,11576475.272084076,0.0
 01/05  21:00:00,15648530.642557508,0.0,16960841.968703599,0.0,11378202.011350859,0.0,19041462.135642254,0.0,11817318.049478107,0.0
 01/05  22:00:00,16139203.811494898,0.0,17582403.18505427,0.0,11699243.07571256,0.0,19500891.746904226,0.0,12095839.444959229,0.0
 01/05  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/05  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 01/06  01:00:00,0.0,0.0,0.0,0.0,1180394.9880865555,0.0,1386388.681462075,0.0,1622018.1140189693,0.0
 01/06  02:00:00,0.0,0.0,1276489.3829103839,0.0,1997461.5183837678,0.0,2532459.731876376,0.0,2232811.2358508144,0.0
 01/06  03:00:00,0.0,0.0,2889106.5962307129,0.0,1697561.0209197812,0.0,3942451.8847353106,0.0,1833061.4409358353,0.0
 01/06  04:00:00,0.0,0.0,2832625.7171624375,0.0,3074777.889569793,0.0,4171527.0297018249,0.0,3318623.478272721,0.0
 01/06  05:00:00,0.0,0.0,4527140.713839421,0.0,2496173.1263062895,0.0,5244262.472778543,0.0,2659260.833338395,0.0
 01/06  06:00:00,0.0,0.0,3734519.867123006,0.0,3689587.7156352128,0.0,5050511.486384403,0.0,3905861.3721886405,0.0
 01/06  07:00:00,17886943.458273688,0.0,22515140.644139679,0.0,14859101.749536094,0.0,23221945.759577454,0.0,15232716.030554688,0.0
 01/06  08:00:00,22070858.554078178,0.0,24739378.284659167,0.0,15907388.837621522,0.0,25698266.029272699,0.0,16170557.809220797,0.0
 01/06  09:00:00,15226470.538562637,0.0,17617459.21892349,0.0,11210050.244482216,0.0,19573170.652109684,0.0,12385974.637805995,0.0
 01/06  10:00:00,12757006.523735518,0.0,15670600.248043547,0.0,10173945.780155844,0.0,17066336.72777174,0.0,10806980.47558904,0.0
 01/06  11:00:00,10950384.072809197,0.0,13313077.987135683,0.0,9103157.550984152,0.0,15172907.926274494,0.0,9615006.12132724,0.0
 01/06  12:00:00,9488695.408802489,0.0,8180825.278410899,0.0,8087553.847935528,0.0,13616481.606731687,0.0,8519810.036984528,0.0
 01/06  13:00:00,9410098.635531705,0.0,5475558.947494319,0.0,7942167.402993659,0.0,13472103.516894915,0.0,8264941.51921721,0.0
 01/06  14:00:00,7199284.386162797,0.0,3417371.1706076955,0.0,6842960.1728766369,0.0,11715848.599869196,0.0,7183891.350169434,0.0
 01/06  15:00:00,6343088.576024063,0.0,3656048.3181069188,0.0,6349154.656350646,0.0,10903043.264360704,0.0,6325811.402547238,0.0
 01/06  16:00:00,5630565.726548496,0.0,4826453.470494714,0.0,5997959.367454249,0.0,10206613.993612679,0.0,5325515.367558939,0.0
 01/06  17:00:00,5400786.907144168,0.0,6771302.73445843,0.0,5986951.730250211,0.0,10008968.37647718,0.0,5816249.8336064689,0.0
